promo_id,archivo_origen,mes_carpeta,patron_detectado,fecha_texto,contexto
9571,Promociones\SEPTIEMBRE\9571_Compras y max - DESCUENTO CAJA PLASTICA 1-15 SEP.doc,SEPTIEMBRE,dd-dd mes yyyy,1-15 SEPTIEMBRE,KU | DESCRIPCION | PROMO | VIGENCIA 501169191 | CAJA PLASTICA 3.LTS SIN TAPA | 2X1 | 1-15 SEPTIEMBRE
9571,Promociones\SEPTIEMBRE\9571_Compras y max - DESCUENTO CAJA PLASTICA 1-15 SEP.doc,SEPTIEMBRE,del X al Y mismo mes,Del 1 al 15 de septiembre,a su apoyo para señalizar EL DESCUENTO 2X1 que tendremos en caja plástica blanca 3L. Del 1 al 15 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Moni
9571,Promociones\SEPTIEMBRE\9571_Compras y max - DESCUENTO CAJA PLASTICA 1-15 SEP.doc,SEPTIEMBRE,vigencia,VIGENCIA 501169191 | CAJA PLASTICA 3.LTS SIN TAPA | 2X1 | 1-15 SEPTIEMBRE,JA PLASTICA 3L | PROMOCION 2X1 EN CAJA PLASTICA 3L | | | SKU | DESCRIPCION | PROMO | VIGENCIA 501169191 | CAJA PLASTICA 3.LTS SIN TAPA | 2X1 | 1-15 SEPTIEMBRE
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,17/06/2024,"| FECHA FIN | CAMBIOS 14035 | BONO DE $2,400 EN ASUS VIVOBOOK GO CI3 8G 128 VERDE | 17/06/2024 | HASTA AGOTAR EXISTENCIAS | NO 14083 | HASTA 25% DE DESCUENTO ARTICULOS SELECCIONAD"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,15/07/2024,"EXISTENCIAS | NO 14083 | HASTA 25% DE DESCUENTO ARTICULOS SELECCIONADOS CASIO BTS | 15/07/2024 | 15/09/2024 | NO 14116 | HASTA $1,000 DE BONO EN MULTIFUNCIONALES HP | 01/08/2024 |"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,15/09/2024,"| NO 14083 | HASTA 25% DE DESCUENTO ARTICULOS SELECCIONADOS CASIO BTS | 15/07/2024 | 15/09/2024 | NO 14116 | HASTA $1,000 DE BONO EN MULTIFUNCIONALES HP | 01/08/2024 | 30/10/2024 |"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,01/08/2024,"| 15/07/2024 | 15/09/2024 | NO 14116 | HASTA $1,000 DE BONO EN MULTIFUNCIONALES HP | 01/08/2024 | 30/10/2024 | NO 14117 | HASTA $3,000 DE BONO EN MULTIFUNCIONALES HP - AGO-SEP | 12"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,30/10/2024,"| 15/09/2024 | NO 14116 | HASTA $1,000 DE BONO EN MULTIFUNCIONALES HP | 01/08/2024 | 30/10/2024 | NO 14117 | HASTA $3,000 DE BONO EN MULTIFUNCIONALES HP - AGO-SEP | 12/08/2024 | 30"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,12/08/2024,"24 | 30/10/2024 | NO 14117 | HASTA $3,000 DE BONO EN MULTIFUNCIONALES HP - AGO-SEP | 12/08/2024 | 30/09/2024 | NO 14122 | 15% DE DESCUENTO EN ROTULADOR ELECTRONICO BROTHER PT-D610B"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,30/09/2024,"24 | NO 14117 | HASTA $3,000 DE BONO EN MULTIFUNCIONALES HP - AGO-SEP | 12/08/2024 | 30/09/2024 | NO 14122 | 15% DE DESCUENTO EN ROTULADOR ELECTRONICO BROTHER PT-D610BT | 01/09/202"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,01/09/2024,0/09/2024 | NO 14122 | 15% DE DESCUENTO EN ROTULADOR ELECTRONICO BROTHER PT-D610BT | 01/09/2024 | 30/09/2024 | NO 14123 | 15% DE DESCUENTO EN ROTULADOR BROTHER PT-M95 | 01/09/2024
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,05/08/2024,"9/2024 | NO 14145 | $2,000 DE BONO EN TERMINAL P TARJETAS CLIP TOTAL (SÓLO RETAIL) | 05/08/2024 | HASTA AGOTAR EXISTENCIAS | CAMBIA VIGENCIA 14148 | HASTA $600 DE BONO EN TERMINALE"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,02/09/2024,IA VIGENCIA 14148 | HASTA $600 DE BONO EN TERMINALES DE COBRO PAYCLIP | 05/08/2024 | 02/09/2024 | NO 14179 | 30% EN CONSUMIBLES HP SELECCIONADOS | 20/08/2024 | 15/09/2024 | NO 1418
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,20/08/2024,PAYCLIP | 05/08/2024 | 02/09/2024 | NO 14179 | 30% EN CONSUMIBLES HP SELECCIONADOS | 20/08/2024 | 15/09/2024 | NO 14180 | HASTA 50% EN MULTIFUNCIONALES Y CONSUMIBLES BROTHER SELECC
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,16/08/2024,"024 | NO 14180 | HASTA 50% EN MULTIFUNCIONALES Y CONSUMIBLES BROTHER SELECCIONADOS | 16/08/2024 | 30/09/2024 | NO 14199 | HASTA $1,100 DE BONO EN IMPRESORAS Y MULTIFUNCIONALES HP |"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,23/08/2024,"| 30/09/2024 | NO 14199 | HASTA $1,100 DE BONO EN IMPRESORAS Y MULTIFUNCIONALES HP | 23/08/2024 | 08/09/2024 | NO 14202 | HASTA 15% DE DESCUENTO EN SUMADORAS SELECCIONADAS CASIO |"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,08/09/2024,"| NO 14199 | HASTA $1,100 DE BONO EN IMPRESORAS Y MULTIFUNCIONALES HP | 23/08/2024 | 08/09/2024 | NO 14202 | HASTA 15% DE DESCUENTO EN SUMADORAS SELECCIONADAS CASIO | 23/08/2024 |"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,27/08/2024,"24 | 15/09/2024 | NO 14206 | 20% DE DESCUENTO EN MULTIFUNCIONAL BROTHER MFCJ6940DW | 27/08/2024 | 30/09/2024 | NO 14211 | $2,000 DE BONO EN EQUIPOS ASUS Y LENOVO SELECCIONADOS | 28"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,28/08/2024,"24 | 30/09/2024 | NO 14211 | $2,000 DE BONO EN EQUIPOS ASUS Y LENOVO SELECCIONADOS | 28/08/2024 | HASTA AGOTAR EXISTENCIAS | NO 14228 | $2,000 DE BONO EN TERMINAL P TARJETAS CLIP T"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,09/09/2024,"A AGOTAR EXISTENCIAS | NO 14228 | $2,000 DE BONO EN TERMINAL P TARJETAS CLIP TOTAL | 09/09/2024 | 15/09/2024 | NUEVO 14229 | HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,16/09/2024,NUEVO 14229 | HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS (SOLO RETAIL) | 16/09/2024 | 22/09/2024 | NUEVO SKU | DESCRIPCION | DE | A | BONO 501121471 | TERMINAL P TARJET
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,22/09/2024,HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS (SOLO RETAIL) | 16/09/2024 | 22/09/2024 | NUEVO SKU | DESCRIPCION | DE | A | BONO 501121471 | TERMINAL P TARJETAS CLIP TOTAL
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd.mm.yy,03.09.24,"MECANICAS TECNOLOGÍA 03.09.24 Buena tarde Gerencias, Debido al problema que actualmente se tiene con el acceso a i"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd al dd mes yyyy,09 AL 15 DE SEPTIEMBRE,nocimiento. 14228 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 09 AL 15 DE SEPTIEMBRE 14229 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 16 AL 22 DE
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,dd al dd mes yyyy,16 AL 22 DE SEPTIEMBRE,SEPTIEMBRE 14229 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 16 AL 22 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 03 de septiembre,"14145 - $2,000 DE BONO EN TERMINAL P TARJETAS CLIP TOTAL El bono se mantiene igual: Vigencia: 03 de septiembre hasta agotar existencias Para las mecánicas nuevas anexo detalle para su conocimient"
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 09 AL 15 DE SEPTIEMBRE 1422,para su conocimiento. 14228 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 09 AL 15 DE SEPTIEMBRE 14229 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 16 AL 22 DE SEPT
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 16 AL 22 DE SEPTIEMBRE,9 AL 15 DE SEPTIEMBRE 14229 - HASTA $600 DE BONO EN TERMINALES PAYCLIP SELECCIONADAS Vigencia: 16 AL 22 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9572,Promociones\SEPTIEMBRE\9572_COMPRAS Y MAX - MECANICAS TECNOLOGÍA 03.09.24.doc,SEPTIEMBRE,vigencia,VIGENCIA 14148 | HASTA $600 DE BONO,P TARJETAS CLIP TOTAL (SÓLO RETAIL) | 05/08/2024 | HASTA AGOTAR EXISTENCIAS | CAMBIA VIGENCIA 14148 | HASTA $600 DE BONO EN TERMINALES DE COBRO PAYCLIP | 05/08/2024 | 02/09/2024 | NO 14179 | 30% EN CONSUMI
9576,Promociones\SEPTIEMBRE\9576_HASTA 30_ DE DESCUENTO EN MUEBLES- MECANICA- ACTUALIZADO 06.09.24.doc,SEPTIEMBRE,dd al dd mes yyyy,01 AL 15 DE SEPTIEMBRE,"da, se agregaron 8 skus. Favor de tomar este nuevo listado como el actual. Vigencia: 01 AL 15 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:"
9576,Promociones\SEPTIEMBRE\9576_HASTA 30_ DE DESCUENTO EN MUEBLES- MECANICA- ACTUALIZADO 06.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 01 AL 15 DE SEPTIEMBRE,"actualizada, se agregaron 8 skus. Favor de tomar este nuevo listado como el actual. Vigencia: 01 AL 15 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:"
9577,Promociones\SEPTIEMBRE\9577_ACTUALIZACIÓN PRECIO DE VENTA MUEBLES SEPTIEMBRE 2024.doc,SEPTIEMBRE,dd/mm/yyyy,05/09/2024,les del departamento de MUEBLES. Pedimos su apoyo validando este cambio a partir del 05/09/2024. Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9578,Promociones\SEPTIEMBRE\9578_FINES DE SEMANA 15_ SILLAS Y ESCRITORIOS SELECCIONADOS- MUEBLES- SEPTIEMBRE 2024- ACTUALIZADO 05.08.24.doc,SEPTIEMBRE,vigencia,Vigencia: Todos los sábados y domingos de septiembre 2024 Exhibición,"ción de la mecánica, se eliminó un sku. Favor de tomar como base este nuevo listado. Vigencia: Todos los sábados y domingos de septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos participantes"
9579,Promociones\SEPTIEMBRE\9579_Compras y max - ENERGIZER 10-20 SEPTIEMBRE.doc,SEPTIEMBRE,dd al dd mes yyyy,10 al 20 de Septiembre,apoyo para señalizar los descuentos que tendremos en pilas de la marca Energizer del 10 al 20 de Septiembre. Cualquier duda o comentario favor de contactar al área de compras: Comprador: Ferna
9579,Promociones\SEPTIEMBRE\9579_Compras y max - ENERGIZER 10-20 SEPTIEMBRE.doc,SEPTIEMBRE,dd-dd mes yyyy,10-20 SEP,SKU | DESCRIPCION | DESCUENTO | VIGENCIA 50110009 | BATERIA RECARGABLE D BP2 | 30% | 10-20 SEP 50071979 | PILA AUDITIVA AZ13DPA C/8 | 30% | 10-20 SEP 50071978 | PILA AUDITIVA AZ31
9579,Promociones\SEPTIEMBRE\9579_Compras y max - ENERGIZER 10-20 SEPTIEMBRE.doc,SEPTIEMBRE,del X al Y mismo mes,del 10 al 20 de Septiembre,su apoyo para señalizar los descuentos que tendremos en pilas de la marca Energizer del 10 al 20 de Septiembre. Cualquier duda o comentario favor de contactar al área de compras: Comprador: Ferna
9579,Promociones\SEPTIEMBRE\9579_Compras y max - ENERGIZER 10-20 SEPTIEMBRE.doc,SEPTIEMBRE,vigencia,VIGENCIA 50110009 | BATERIA RECARGABLE D BP2 | 30% | 10-20 SEP 5007,lfonso.hernandez@officemax.com.mx | Mecánica | 14254 SKU | DESCRIPCION | DESCUENTO | VIGENCIA 50110009 | BATERIA RECARGABLE D BP2 | 30% | 10-20 SEP 50071979 | PILA AUDITIVA AZ13DPA C/8 | 30% | 10-20 SEP 50071978 | PILA AUDITIVA AZ312DPA
9581,Promociones\SEPTIEMBRE\9581_COMPRAS Y MAX HASTA 30_ Muebles Sept.doc,SEPTIEMBRE,dd al dd mes yyyy,1 AL 30 DE SEPTIEMBRE 2024,"HASTA 30% DE DESCUENTO EN MUEBLES PARTICIPANTES Buen día Gerencias, Vigencia: 1 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9581,Promociones\SEPTIEMBRE\9581_COMPRAS Y MAX HASTA 30_ Muebles Sept.doc,SEPTIEMBRE,vigencia,Vigencia: 1 AL 30 DE SEPTIEMBRE 2024,"HASTA 30% DE DESCUENTO EN MUEBLES PARTICIPANTES Buen día Gerencias, Vigencia: 1 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9582,Promociones\SEPTIEMBRE\9582_Compras y max - HASTA 70_ OFF LENTES AL 31 DIC (1).doc,SEPTIEMBRE,del X al Y,del 11 de septiembre al 31 de diciembre 2024,e solicita su apoyo para señalizar EL DESCUENTO DE HASTA 70% que tendremos en lentes del 11 de septiembre al 31 de diciembre 2024 o hasta agotar existencias. Cualquier duda o comentario favor de contactar al área d
9582,Promociones\SEPTIEMBRE\9582_Compras y max - HASTA 70_ OFF LENTES AL 31 DIC (1).doc,SEPTIEMBRE,vigencia,VIGENCIA 50113793 | DISNEY MINNIE DMIN 21 01 653 | 40% | 11 SEP,70% DESC EN LENTES | PROMOCION HASTA 70% DESC EN LENTES SKU | DESCRIPCION | PROMO | VIGENCIA 50113793 | DISNEY MINNIE DMIN 21 01 653 | 40% | 11 SEP AL 31 DE DIC 2024 50113797 | DISNEY CARS DCAR 20 01 | 40% | 11 SEP AL 31 DE DIC 2024
9583,Promociones\SEPTIEMBRE\9583_COMPRAS Y MAX maxwow Silla Bursa.doc,SEPTIEMBRE,dd al dd mes yyyy,16 AL 30 DE SEPTIEMBRE 2024,"MAXWOW-SILLA DE VISITA BURSA DE $2,799 A $2,199 Buen día Gerencias, Vigencia: 16 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9583,Promociones\SEPTIEMBRE\9583_COMPRAS Y MAX maxwow Silla Bursa.doc,SEPTIEMBRE,vigencia,Vigencia: 16 AL 30 DE SEPTIEMBRE 2024,"MAXWOW-SILLA DE VISITA BURSA DE $2,799 A $2,199 Buen día Gerencias, Vigencia: 16 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9584,Promociones\SEPTIEMBRE\9584_COMPRAS Y MAX maxwow Escritorio Tarento.doc,SEPTIEMBRE,dd al dd mes yyyy,16 AL 30 DE SEPTIEMBRE 2024,"MAXWOW-ESCRITORIO EN L TARENTO DE $3,999 A $3,499 Buen día Gerencias, Vigencia: 16 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9584,Promociones\SEPTIEMBRE\9584_COMPRAS Y MAX maxwow Escritorio Tarento.doc,SEPTIEMBRE,vigencia,Vigencia: 16 AL 30 DE SEPTIEMBRE 2024,"MAXWOW-ESCRITORIO EN L TARENTO DE $3,999 A $3,499 Buen día Gerencias, Vigencia: 16 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9587,Promociones\SEPTIEMBRE\9587_COMPRAS Y MAX 15_ en sillas y escritorios 16 y 17 de sept.doc,SEPTIEMBRE,dd al dd mes yyyy,16 AL 17 DE SEPTIEMBRE 2024,"LAS Y ESCRITORIOS SELECCIONADOS, 16 Y 17 DE SEPTIEMBRE Buen día Gerencias, Vigencia: 16 AL 17 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9587,Promociones\SEPTIEMBRE\9587_COMPRAS Y MAX 15_ en sillas y escritorios 16 y 17 de sept.doc,SEPTIEMBRE,vigencia,Vigencia: 16 AL 17 DE SEPTIEMBRE 2024,"NTO EN SILLAS Y ESCRITORIOS SELECCIONADOS, 16 Y 17 DE SEPTIEMBRE Buen día Gerencias, Vigencia: 16 AL 17 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9588,Promociones\SEPTIEMBRE\9588_Compras y max - DESCUENTOS 11 al 20 sep.doc,SEPTIEMBRE,dd-dd mes yyyy,11-20 sept,ENTO SKU | DESCRIPCION | PROMO | VIGENCIA 50113884 | UGREEN HUB 6 EN 1 USB-C | 50% | 11-20 sept 50092659 | PORTARRETRATO 6X8 MOLDURA 9 | 50% | 11-20 sept 50125038 | WINKS - OWL PIN
9588,Promociones\SEPTIEMBRE\9588_Compras y max - DESCUENTOS 11 al 20 sep.doc,SEPTIEMBRE,vigencia,VIGENCIA 50113884 | UGREEN HUB 6 EN,CUENTO | HASTA 50% DE DESCUENTO | HASTA 50% DE DESCUENTO SKU | DESCRIPCION | PROMO | VIGENCIA 50113884 | UGREEN HUB 6 EN 1 USB-C | 50% | 11-20 sept 50092659 | PORTARRETRATO 6X8 MOLDURA 9 | 50% | 11-20 sept
9591,Promociones\SEPTIEMBRE\9591_COMPRAS Y MAX HASTA 30_ DESC SEPTIEMBRE MUEBLES.doc,SEPTIEMBRE,dd al dd mes yyyy,1 AL 30 DE SEPTIEMBRE 2024,"HASTA 30% DE DESCUENTO EN MUEBLES PARTICIPANTES Buen día Gerencias, Vigencia: 1 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9591,Promociones\SEPTIEMBRE\9591_COMPRAS Y MAX HASTA 30_ DESC SEPTIEMBRE MUEBLES.doc,SEPTIEMBRE,vigencia,Vigencia: 1 AL 30 DE SEPTIEMBRE 2024,"HASTA 30% DE DESCUENTO EN MUEBLES PARTICIPANTES Buen día Gerencias, Vigencia: 1 AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper y maxvalue. Productos part"
9592,Promociones\SEPTIEMBRE\9592_Compras y Max - ACTUALIZACIÓN PRODUCTO ADOPTADO.doc,SEPTIEMBRE,vigencia,Vigencia del 16 – 30 de septiembre,"erencias, Favor de colocar y señalizar como productos adoptados los siguientes skus: Vigencia del 16 – 30 de septiembre Cualquier duda o comentario con el siguiente contacto de compras: Compradora Tania S"
9594,Promociones\SEPTIEMBRE\9594_Compras y max - ACTUALIZACIÓN PRECIO CINTA DOBLE CARA NAVITEK.doc,SEPTIEMBRE,dd/mm/yyyy,14/09/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del sábado 14/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9594,Promociones\SEPTIEMBRE\9594_Compras y max - ACTUALIZACIÓN PRECIO CINTA DOBLE CARA NAVITEK.doc,SEPTIEMBRE,vigencia,Vigencia a partir del sábado 14/09/2024,"DOBLE CARA NAVITEK Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del sábado 14/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9596,Promociones\SEPTIEMBRE\9596_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 13.09.24.doc,SEPTIEMBRE,dd/mm/yyyy,14/09/2024,e elimina de la mecánica el sku 501221541 quedando de la siguiente manera: Vigencia: 14/09/2024 hasta agotar existencias 14183 - 15% EN ROTULADORES BROTHER SELECCIONADOS - SEPTIEMB
9596,Promociones\SEPTIEMBRE\9596_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 13.09.24.doc,SEPTIEMBRE,dd.mm.yy,13.09.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 13.09.24 Buena tarde Gerencias, Por este medio les informo las siguientes modificaciones de m"
9596,Promociones\SEPTIEMBRE\9596_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 13.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 14/09/2024,CIONADOS Se elimina de la mecánica el sku 501221541 quedando de la siguiente manera: Vigencia: 14/09/2024 hasta agotar existencias 14183 - 15% EN ROTULADORES BROTHER SELECCIONADOS - SEPTIEMB
9597,Promociones\SEPTIEMBRE\9597_Compras y max - 35_ desc en MESH al 30 sep.docx,SEPTIEMBRE,dd-dd mes yyyy,16-30 SEP,DESCRIPCION | DESCUENTO | VIGENCIA 501096921 | SET DE OFICINA MESH PLATA 4PZ | 35% | 16-30 SEP 500842781 | SET OFICINA MESH NEGRO 4PZAS | 35% | 16-30 SEP
9597,Promociones\SEPTIEMBRE\9597_Compras y max - 35_ desc en MESH al 30 sep.docx,SEPTIEMBRE,vigencia,VIGENCIA 501096921 | SET DE OFICINA MESH PLATA 4PZ | 35% | 16-30 SEP 5008,FICINA | MECANICA 35% DE DESCUENTO EN SET DE OFICINA SKU | DESCRIPCION | DESCUENTO | VIGENCIA 501096921 | SET DE OFICINA MESH PLATA 4PZ | 35% | 16-30 SEP 500842781 | SET OFICINA MESH NEGRO 4PZAS | 35% | 16-30 SEP
9597,Promociones\SEPTIEMBRE\9597_Compras y max - 35_ desc en MESH al 30 sep.docx,SEPTIEMBRE,hasta el,hasta el 30 de septiembre,su apoyo para señalizar EL DESCUENTO DEL 35% EN SET DE ESCRITORIO MESH que TENDREMOS hasta el 30 de septiembre 2024 Cualquier duda o comentario favor de contactar al área de compras: Comprador: F
9599,Promociones\SEPTIEMBRE\9599_Compras y max - ACTUALIZACIÓN PRECIOS LAPICES ADHESIVOS OMX.doc,SEPTIEMBRE,dd/mm/yyyy,21/09/2024,"ualización de precios, favor de señalizarlos en el pdv: Vigencia a partir del sábado 21/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9599,Promociones\SEPTIEMBRE\9599_Compras y max - ACTUALIZACIÓN PRECIOS LAPICES ADHESIVOS OMX.doc,SEPTIEMBRE,vigencia,Vigencia a partir del sábado 21/09/2024,"tarde Gerencias, Comparto actualización de precios, favor de señalizarlos en el pdv: Vigencia a partir del sábado 21/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9601,Promociones\SEPTIEMBRE\9601_HASTA 50_ DE DESCUENTO EN MUEBLES PARTICIPANTES.doc,SEPTIEMBRE,del X al Y,Del 21 de Septiembre al 07 de Octubre,ncrementan los descuentos. Pedimos su apoyo con la señalización en tienda. Vigencia: Del 21 de Septiembre al 07 de Octubre. EXHIBICIÓN: STOPPER y Maxvalue. Cualquier duda favor de comunicarse a los siguiente
9601,Promociones\SEPTIEMBRE\9601_HASTA 50_ DE DESCUENTO EN MUEBLES PARTICIPANTES.doc,SEPTIEMBRE,vigencia,Vigencia: Del 21 de Septiembre,kus y se incrementan los descuentos. Pedimos su apoyo con la señalización en tienda. Vigencia: Del 21 de Septiembre al 07 de Octubre. EXHIBICIÓN: STOPPER y Maxvalue. Cualquier duda favor de comunicars
9602,Promociones\SEPTIEMBRE\9602_EXHIBICIÓN MUEBLES- 23.09.24.doc,SEPTIEMBRE,vigencia,Vigencia: 21 DE SEPTIEMBRE,EXHIBICIÓN MUEBLES Vigencia: 21 DE SEPTIEMBRE AL 07 DE OCTUBRE Buen día Gerencias. Pedimos su apoyo exhibiendo los siguientes prod
9603,Promociones\SEPTIEMBRE\9603_Compras y max - ACTUALIZACIÓN PRECIO SET ENGRAPADORA OMX.doc,SEPTIEMBRE,dd/mm/yyyy,25/09/2024,"erencias, Comparto actualización de precio de venta: Vigencia a partir del miércoles 25/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9603,Promociones\SEPTIEMBRE\9603_Compras y max - ACTUALIZACIÓN PRECIO SET ENGRAPADORA OMX.doc,SEPTIEMBRE,vigencia,Vigencia a partir del miércoles 25/09/2024,"ET ENGRAPADORA OMX Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del miércoles 25/09/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
