prod_nbr,prod_nm,dept_cd,apparent_unit_cost
50132565,LAPICERA BETYBETO SIRENA LENTEJUE FOTORA,10,312.9
50132566,LONCHERA BETYBETO SIRENA LENTEJUE FOTORA,10,458.913
50132567,MOCHILA RUEDAS BETYBETO SIRENA LENTEJUEL,10,1124.508
50132568,LAPICERA BETYBET AMIGOS FOTORAMA,10,312.9
50132569,LONCHERA BETYBETO AMIGOS FOTORAMA,10,597.345
50132570,MOCHILA BETYBETO AMIGOS FOTORAMA,10,798.336
50132571,LAPICERA BLUEY ROSA FOTORAMA,10,367.878
50132572,LONCHERA BLUEY ROSA FOTORAMA,10,597.345
50132573,MOCHILA BLUEY ROSA FOTORAMA,10,798.336
50132574,LAPICERA GABBYS ARCOIRIS FOTORAMA,10,312.9
50132575,LONCHERA GABBYS ARCOIRIS FOTORAMA,10,517.692
50132576,MOCHILA RUEDAS GABBYS ARCOIRIS FOTORAMA,10,1194.669
50132577,LAPICERA GABBYS SIRENA FOTORAMA,10,312.9
50132578,LONCHERA GABBYS SIRENA FOTORAMA,10,517.692
50132579,MOCHILA GABBYS SIRENA FOTORAMA,10,798.336
50132580,LAPICERA DEMON SLAYER NEGRO FOTORMA,10,367.878
50132581,LONCHERA DEMON SLAYER NEGRO FOTORAMA,10,597.345
50132582,MOCHILA DEMON SLAYER NEGRO FOTORAMA,10,1147.272
50132583,MOCHILA STRANGER THINGS COLORES FOTORAMA,10,1245.867
50132584,LAPICERA NASA BLANCO FOTORAMA,10,312.9
50132585,LONCHERA NASA BLANCO FOTORAMA,10,597.345
50132586,MOCHILA NASA BLANCO FOTORAMA,10,1046.766
50132587,LONCHERA ONE PIECE NEGRO FOTORAMA,10,517.692
50132588,LAPICERA ONE PIECE VERDE FOTORAMA,10,261.681
50132589,LONCHERA ONE PIECE VERDE FOTORAMA,10,517.692
50132590,MOCHILA ONE PIECE VERDE FOTORAMA,10,1097.964
50132591,LAPICERA PLAYSTATION BLANCO FOTORAMA,10,367.878
50132592,LONCHERA PLAYSTATION BLANCO FOTORAMA,10,597.345
50132593,MOCHILA PLAYSTATION BLANCO FOTORAMA,10,896.952
50132594,LAPICERA RICKANDMORTY ROJO FOTORAMA,10,312.9
50132595,LAPICERA TRANSFORMERS AZUL FOTORAMA,10,312.9
50132596,LONCHERA TRANSFORMERS AZUL FOTORAMA,10,597.345
50132597,MOCHILA TRANSFORMERS AZUL FOTORAMA,10,997.458
50132598,LAPICERA URBANIA BASIC ROSA FOTORAMA,10,261.681
50132599,LAPICERA URBANIA BASIC GRIS OXF FOTORAMA,10,261.681
50132600,LAPICERA URBANIA BASIC TURQUESA FOTORAMA,10,261.681
50132601,LONCHERA URBANIA BASICS TURQUESA FOTORAM,10,496.839
50132602,MOCHILA URBANIA BASICS TURQUESA FOTORAMA,10,982.275
50132603,LONCHERA DONKEY NEGRO FOTORAMA,10,517.692
50132604,LONCHERA DONKEY AZUL FOTORAMA,10,517.692
50132605,MOCHILA DONKEY AZUL FOTORAMA,10,1147.272
50132606,LONCHERA DONKEY CAFE FOTORAMA,10,517.692
50132607,MOCHILA ECCENTRIC CAF FOTORAMA,10,868.497
50132608,LAPICERA DONKEY MORADO FOTORAMA,10,269.283
50132609,LONCHERA DONKEY MORADO FOTORAMA,10,517.692
50132610,MOCHILA DONKEY MORADO FOTORAMA,10,868.497
50132611,LAPICERA DONKEY MENTA FOTORAMA,10,269.283
50132612,LONCHERA DONKEY MENTA FOTORAMA,10,517.692
50132613,MOCHILA DONKEY MENTA FOTORAMA,10,868.497
50132620,LIBRETA STITCH AZ ROSA METAL MOOVING,10,239.4
50132622,BOTELLA SPORT  KUROMI1L ANDROMEDA,10,77.7
50132623,BOTELLA SPORT UNICORNIO1L ANDROMEDA,10,77.7
50132624,BOTELLA CUADRADA STITCH800ML ANDROMEDA,10,58.8
50132625,BOTELLA SQUEEZER STITCH350ML ANDROMEDA,10,75.6
50132627,BOTELLA SPORT STITCH1L ANDROMEDA,10,77.7
50132628,BOTELLA CON POPOTE STITCH1LT ANDROMEDA,10,77.7
50132629,BOTELLA SPORT MINECRAFT1L ANDROMEDA,10,77.7
50132630,BOTELLA CLIP MINECRAFT 600ML ANDROMEDA,10,55.65
50132631,BOTELLA ABRE FACIL BLUEY 500ML ANDROMEDA,10,73.5
50132632,BOTELLA ABREFACIL PAWPATROL 500ML ANDROM,10,73.5
50132634,BOTELLA SQUEEZER PRINCESAS 350ML ANDROME,10,75.6
50132635,BOTELLA SQUEEZER FROZEN 350ML ANDROMEDA,10,75.6
50132636,BOTELLA SQUEEZER SPIDERMAN 350ML ANDROME,10,75.6
50132637,SET CUADERNO STITCH MOOVING,10,379.701
50132716,BOLIGRAFO GEL SARASA CLIP 0.5MM FINO 3 P,10,175.098
50132719,BOLIGRAFO GEL DECOSHINE PAS 0.5MM FI 3 P,10,170.709
50132720,BOLIGRAFO GEL DECOSHINE PAST 0.5MM FI 3P,10,170.709
50132722,BOLIGRAFO GEL SARASA CLIP WINT 0.7MM 5P,10,254.1
50132723,BOLIGRAFO GEL SARASA CLIP WIN 0.7MM 10 P,10,508.2
50132724,BOLIGRAFO GEL SARASA CLIP SPG 0.7MM 5 P,10,254.1
50132727,MARCADOR RETRACTIL CLICKART V. OCE 6 P,10,184.8
50132728,MARCADOR RETRACTIL CLICKART V. 6 P,10,184.8
50132729,MARCADOR RETRACTIL CLICKART V. DES 6 P,10,184.8
50132730,MARCADOR RETRACTIL CLICKART P. SUN 6 P,10,184.8
50132734,MARCADOR RETRACTIL CLICKART VIVID 6 P,10,184.8
50132744,MARCADOR PERM MCKIE BAS DOB PUNTA 4 P,10,166.551
50132748,BOLIGRAFO TRI-GRIP TINTA BAJA VISC 3 P,10,36.33
50132757,PLUMA BASE US BANK SATIN ALUMINIUM,10,2100
50132794,LAPIZ BICOLOR ROJO Y AZUL,10,1.89
50132830,LAPICERO COLOR PASTEL SERVE,10,39.11582905
50132832,MARCATEXTOS BERRY COLOR PASTEL SERVE,10,19.866
50132833,MARCATEXTOS BERRY SERVE,10,19.866
50132834,SACAPUNTAS C GOMA DE BORRAR PASTEL SERVE,10,67.305
50132835,SACAPUNTAS C GOMA DE BORRAR METAL SERVE,10,87.822
50132836,LAPICERO DISENO DE FRUTAS SERVE,10,82.698
50132849,MOCHILA AZUL BRILLANTE GOKU DBS YADATEX,10,1052.541
50132850,LONCHERA AZUL BRILLANTE GOKU DBS YADATEX,10,596.337
50132851,LAPICERA AZUL BRILLANTE GOKU DBS YADATEX,10,400.806
50132852,MOCHILA VERDE MIL HALO 117 YADATEX,10,922.194
50132853,LONCHERA VERDE MIL HALO 117 YADATEX,10,542.01
50132854,LAPICERA VERDEMIL 1 COMPARTM HALO117 YAD,10,303.051
50132855,MOCHILA PATRICIO ESTRELLA BOBE YADATEX,10,1052.541
50132856,LONCHERA PATRICIO ESTRELLA BOBE YADATEX,10,596.337
50132857,LAPICERA PATRICIO 3 COMPARTIM YADATEX,10,400.806
50132858,MOCHILA PUSHEEN AZ HELAD YADATEX,10,922.194
50132859,LONCHERA PUSHEEN AZ HELAD YADATEX,10,542.01
50132860,LAPICERA PUSHEEN AZ 2 COMPARTM HELAD YAD,10,303.051
50132861,LONCHERA SNOOPY BLC NGR RAYAS YADATEX,10,651
50132862,LONCHERA SNOOPY BLCNGR RAY 1 COMPART YAD,10,433.65
50132863,MOCHILA SNOOPY VIBES BLANCA YADATEX,10,1063.398
50132864,MOCHILA SQUISHMALLOWS GATO YADATEX,10,1410.99
50132865,LONCHERA SQUISHMALLOWS GATO YADATEX,10,651
50132866,LAPICERA SQUISHMALLOWS GATO YADATEX,10,433.65
50132867,LAPICERA SIMBA 2 COMPARTIMIENTOS YADATEX,10,270.459
50132868,LAPICERA STITCH 2 COMPARTIMIENTOS YADATE,10,270.459
50132869,MOCHILA DRGONBZ NGR NRJ YADATEX,10,1280.643
50132870,LAPICERA STARWARS NEGRA YADATEX,10,433.65
50132871,LAPICERA STARWARS R2D2 YADATEX,10,433.65
50132872,MOCHILA Y LAPCIERA DUFF SIMPSONS YADATEX,10,1411.2
50132873,LAPICERA DONA SIMPSONS YADATEX,10,433.65
50132874,MOCHILA LAPT NEGRO JERSEY 2.0 5XT XTREM,10,1302.357
50132875,MOCHILA LAPT VRD MIL JERSEY2.05XT XTREM,10,1302.357
50132876,MOCHILA LAPT AZUL ATOMIK 5XT XTREM,10,1193.745
50132877,MOCHILA LAPT GRIS NARJ BRON2.05XT XTREM,10,1085.112
50132878,MOCHILA LAPT NEGRA PORTLAND 5XT XTREM,10,1519.602
50132879,MOCHILA LAPT MORADO RONDA 5XT XTREM,10,1410.99
50132880,MOCHILA LAPT MORADO CLEVELAND 5XT XTREM,10,1410.99
50132881,MOCHILA LAPT MULTCOL CLEVELAND5XT XTEM,10,1410.99
50132882,MOCHILA LAPT ORO ROSA LINX5XT XTREM,10,1302.357
50132883,MOCHILA LAPT AQUA DUNCAN 5XT XTREM,10,1302.357
50132884,MOCHILA LAPT LILA QUEENS 5XT XTREM,10,1193.745
50132885,MOCHILA LAPT AZUL QUEENS 5XT XTREM,10,1193.745
50132886,MOCHILA LAPT CORAZON NGR LEIA 5XT XTREM,10,1085.112
50132887,MOCHILA LAPT FLORES AZ LEIA 5XT XTREM,10,1085.112
50132888,MOCHILA LAPT NGR ENERGY 5XT XTREM,10,813.561
50132889,MOCHILA LAPT ETERNIDAD ENERGY5XT XTREM,10,813.561
50132890,MOCHILA LAPT BORG ENERGY 5XT XTREM,10,813.561
50132968,LAPICERA JURASSIC WORLD AZUL DANPEX,10,180.243
50132969,LAPICERA JURASSIC WORLD VERDE DANPEX,10,180.243
50132970,LAPICERA JURASSIC WORLD VINO DANPEX,10,180.243
50133019,BOLIGRAFO STICH CON LUZ GAIRET,10,42
50133021,BOLIGRAFO MULTITINTA STITCH GAIRET,10,42
50133030,LAPIZ GRAFITO 12PZ KUROMI,10,79.8
50133031,GOMA PUSH MY MELODY,10,31.5
50133032,BOLIGRAFO MULTITINTA MY MELODY,10,31.5
50133034,GOMA PUSH SPIDEY,10,31.5
50133124,BOSS ORIGINAL ARTY C 5 MARCATEXTOS,10,194.166
50133125,BOSS ORIGINAL ARTY 5 MARCATEXTOS CALIDOS,10,194.166
50133126,BOSS ORIGINAL NATURE C 6 MARCATEXTOS,10,224.763
50133127,BOSS ORIGINAL C 23 MARCATEXTOS,10,854.7
50133129,STABILO PLUMIN PEN 68 CON 18,10,537.768
50133142,MOCHILA JUVENIL ROJO DONKEY FOTORAMA,10,1147.272
50133162,HOJAS CARPETA CTA REFOR 100H CUAD CHICO,10,70.56
50133163,HOJAS CARPETA CTA REFOR 100H CUAD GRANDE,10,70.56
50133164,HOJAS CARPETA CTA REFOR 100H CUAD RAYA,10,70.56
50133274,MOCHILA MORADA AZUL SOFT PARADISE NORMA,10,982.653
50133275,LAPICERA MORADA AZUL SOFT PARADISE KIUT,10,291.207
50133276,LONCHERA MORADA AZUL SOFT PARADISE KIUT,10,530.544
50133277,MOCHILA MORADA MAGICAL GRADIENT NORMA,10,982.653
50133278,LAPICERA MORADA MAGICAL GRADIENT KIUT,10,317.793
50133279,LONCHERA MORADA MAGICAL GRADIENT KIUT,10,530.544
50133280,MOCHILA VERDE SPECIAL OLIVE NORMA,10,1115.625
50133281,LAPICERA VERDE SPECIAL OLIVE KIUT,10,291.207
50133282,LONCHERA VERDE SPECIAL OLIVE KIUT,10,530.544
50133283,MOCHILA AZUL MIDNIGHT BLUE NORMA,10,1115.625
50133284,LAPICERA AZUL MIDNIGHT BLUE NORMA,10,344.4
50133285,LONCHERA AZUL MIDNIGHT BLUE NORMA,10,530.544
50133286,MOCHILA GRIS FERRARI YELLOW LIGHT,10,1328.376
50133287,LAPICERA GRIS FERRARI YELLOW LIGHT,10,344.4
50133288,LONCHERA GRIS FERRARI YELLOW LIGHT,10,530.544
50133289,MOCHILA NEGRA FERRARI REFLECTIVE BLACK,10,1328.376
50133290,LAPICERA NEGRA FERRARI REFLECTIVE BLACK,10,344.4
50133291,LONCHERA NEGRA FERRARI REFLECTIVE BLACK,10,530.544
50133292,MOCHILA PANA BLANCA JEAN BOOK2025,10,1035.825
50133293,MOCHILA NEGRA JEAN BOOK2025,10,1102.311
50133294,MOCHILA AZUL MILE RPET NORMA,10,1009.239
50133312,CUADERNO 80H RAYAS PUNTEADAS FLORASM THP,10,351.834
50133313,CUADERNO 80H RAYAS PUNTEADAS MOSAICS THP,10,351.834
50133314,CUADERNO 60H RAYAS PUNTEADAS DESERT THP,10,351.834
50133315,CUADERNO 60H RAYAS PUNTEADAS BUTTERF THP,10,351.834
50133331,MOCHILA ESTANDAR VARIOS COLORES,10,168
50134028,LAPICES DE COLORES INSPIRARTE MOOV 40PZ,10,205.548
50134029,MARCADORES DOBLES COLORING 8PZ MOOVING,10,389.34
50134030,MARCADORES ACRILICOS COLORING MOOVI 10PZ,10,260.064
50134031,MARCADORES ACRILICOS COLORING MOOVI 30PZ,10,781.893
50134032,MARCADORES COLORING SKETCH MOOVING 12PZ,10,393.078
50134033,MARCADORES COLORING SKETCH MOOVING 36PZ,10,228.48
50134034,MARCADOR ACRILICO PUNTA PINCELMOOVI 12PZ,10,685.587
50134035,MARCADOR ACRILICO PUNTA CALIGRAFICA 12PZ,10,567.651
50134068,CUADERNO PROFESIONAL COSIDO 100H 5MM AMA,10,45.57
50134069,CUADERNO PROFESIONAL COSIDO 100H 7MM MOR,10,45.57
50134070,CUADERNO PROFESIONAL COSIDO 100H RAYA ve,10,45.57
50134074,CUADERNO PROFESIONAL COSIDO 100H DR,10,45.57
50134087,CUADERNO ITALIANO COSIDO 100H 7MM,10,32.76
50134088,CUADERNO ITALIANO COSIDO 100H RAYA,10,32.76
50134104,CAJA DE COLORES ECO PAPEL PERIODIC12 PZ,10,136.143
50134105,CAJA DE COLORES ECO C SEMILLAS 12 PZ,10,145.845
50134106,CAJA LAPIZ ECO PAPELPERIOD PERG 12PZ,10,86.247
50134107,CAJA LAPIZ ECO PAPELPERIOD GOMA 10PZ,10,84
50134117,LAPICERA DE PELUCHE CAPIBARA,10,171.192
50134118,BOLIGRAFO CON POMPON CAPIBARA,10,54.26438493
50134126,CUADERNO ESPIRAL 100H CAPIBARA,10,86.94
50134136,KIT ESCOLAR PRIMARIA OWENS 2025,10,633.549
50134273,PAPER MATE MARCADOR PUNTA FIELTRO 12PZA,10,556.647
50134351,HERMETICO 2 DIVISIONES 700ML LUKKO,10,84
50134352,HEMETICO 2 DIVISSIONES 1.6L LUKKO,10,159.6
50134353,HERMETICO 3 DIVISIONES 680ML LUKKO,10,144.9
50134409,EXPO MARCADOR CINCEL COLORES 36 PZAS,10,1240.092
50134554,SACAPUNTAS ELECTRICO ROBOT 7 A 11X5 MM,10,2052.246
50134566,SET LIBRETAS 3PZ 32H RAYA CONSTELACIONES,10,120.1353837
50134567,LAPICERA MORADA GLITTER CONSTELACIONES,10,94.83641722
50134568,BOLIGRAFO DISENO ESTRELLA CONSTELACIONES,10,33.49476667
50134569,BOLIGRAFO PIEDRAS CONSTELACIONES,10,22.11298321
50134570,MARCATEXTOS 6 PZ CONSTELACIOENS,10,76.48382192
50134573,CUADERNO POCKET ROSA CONSTELACIONES,10,25.28547887
50134574,CUADERNO POCKET MORADO CONSTELACIONES,10,25.28695775
50134575,GOMA LUNA CONSTELACIONES,10,18.3132963
50134576,CUADERNOS PROFESIONAL ROSA 96H RAYA OJO,10,94.83759206
50134577,CUADERNOS PROF ELASTI LILA 76H  CONSTELA,10,110.0188986
50134578,BOTELLA 550 ML DISENO GATO CONSTELACION,10,84.72555
50134579,BOTELLA 550 ML DISENO LUNA CONSTELACION,10,84.723625
50134580,BOTELLA 550 ML SIN DISENO CONSTELACION,10,81.543
50134582,LAPICERA ROSA DISENO LUNA CONSTELACIONES,10,77.13367742
50134583,KIT ESCOLAR CONSTELACIONES,10,221.298
50134584,BLOCK DE NOTAS BOLIGRAFO 50H CONSTELACI,10,73.962
50134588,TERMO CONTELACIONES,10,105.567
50134589,CORRECTOR LILA CONSTELACIONES,10,22.113
50134596,MINI BOLIGRAFOS GEL PUNTA FINA 6PZ CAPIB,10,53.08813333
50134597,TERMO DE PLASTICO 450ML CAPIBARA,10,189.1195545
50134598,LAPICERA CHILLIN CAPIBARA,10,129.3910047
50134671,CUAD COSIDO FRANCES 100H BLANCO SURTIDO,10,50.526
50134787,BOLIGRAFO NAVIDENO PUNTA FINA FIGURA,10,22.8416317
50134788,BOLIGRAFO NAVIDENO PUNTA FINA PERSONAJE,10,22.84154248
50134804,KIT PREESCOLAR OXXO,10,421.512
50134805,KIT 1RO Y 2DO DE PRIMARIA OXXO,10,290.3964
50134806,KIT 3RO DE PRIMARIA OXXO,10,345.891
50134807,KIT 4TO A 6TO DE PRIMARIA OXXO,10,422.345
50134808,KIT SECUNDARIA OXXO,10,498.5631538
50134995,LONCHERA PEANUTS AMRILLA CHARLIEBROWN,10,325.5
50134996,LONCHERA PEANUTS ROJO CASA SNOOPY,10,509.25
50134997,MOCHILA PEANUTS AZUL SNOOPY Y AMIGOS,10,1062.6
50134998,CUADERNO GLADIADOR 100H CUADROG CAPIBARA,10,115.311
50134999,CUADERNO GLADIADOR 100H RAYA CAPIBARA,10,115.311
50135034,CUADERNO PROFESIONAL RY SNOOPY PREM MOOV,10,267.834
50135035,CUADERNO POCKET RAYA SNOOPY PREM MOOVING,10,195.153
50135036,CUADERNO FRANCES RAYA SNOOPY MOOVING,10,267.834
50135041,LIBRETA AZUL PUNTEADA 140H SNOOPY DANPEX,10,153.048
50135042,LIBRETA AMARILLA PUNTEADA 140H SNOOPY,10,153.048
50135073,CUADERNO FRANCES 80H ESPIRAL DISC SNOOPY,10,410.613
50135075,BLOCK DE NOTAS 120H H DISENO SNOOPY,10,198.135
50135079,SET BOLIGRAFOS PUNTOFINO NGR 3PZ SNOOPY,10,216.342
50135274,KIT BTS RYDER PREESCOLAR,10,425.9434492
50135275,KIT BTS RYDER 1RO PRIMARIA,10,208.484876
50135276,KIT BTS RYDER 2DO PRIMARIA,10,208.4848235
50135277,KIT BTS RYDER 3RO PRIMARIA,10,260.7808333
50135278,KIT BTS RYDER 4TO PRIMARIA,10,312.7261846
50135279,KIT BTS RYDER 5TO PRIMARIA,10,312.726
50135280,KIT BTS RYDER 6TO PRIMARIA,10,312.7258585
50135281,KIT BTS RYDER SECUNDARIA,10,546.4577751
50135282,KIT BTS RYDER PREPARATORIA,10,1000.718278
50135613,CONTENEDOR HERMETICO SNOOPY 550 ML,10,109.2
50135614,BOTELLA DE ALUMINIO SNOOPY 600 ML,10,182.7
50135615,BOTELLA SNOOPY 950 ML,10,186.9
50135616,TERMO DOBLE PARED SNOOPY CAMP 350 ML,10,199.5
50135757,CONTENEDOR HERMETICO SNOOPY 460 ML,10,81.9
50135758,CONTENEDOR HERMETICO SNOOPY 700 ML,10,94.5
50135759,CONTENEDOR HERMETICO SNOOPY 950 ML,10,102.9
50136064,MARCADOR DOBL PUNTA ULTR FIN Y MED 4PZ,10,38.661
50136212,LIBRETA EJECUTIVA 160HRY CORAZON BEAUTIF,10,255.15
50136213,LIBRETA EJECUTIVA 160HRY POSITVE VIBES,10,255.15
50136214,LIBRETA EJECUTIVA 192HRY HP RAVENCLAW,10,443.52
50136215,LIBRETA EJECUTIVA 192HRY HP GRYFFINDOR,10,443.52
50136216,LIBRETA EJECUTIVA 192HRY HP SLYTHERIN,10,443.52
50136217,LIBRETA EJECUTIVA 192HRY HP HUFFLEPUFF,10,443.52
50136218,LIBRETA EJECUTIVA 192HRY FRIDAKAHLO CORA,10,467.712
50136219,LIBRETA EJECUTIVA 192HRY FRIDAKAHLO AZUL,10,467.712
50136220,LIBRETA EJECUTIVA 192HRYPUSHEEN U SWEET,10,390.243
50136221,LIBRETA EJECUTIVA 192HRYPUSHEEN UGOTTHIS,10,390.243
50136222,LIBRETA EJECUTIVA 192HRYPUSHEEN YUM,10,390.243
50136223,LIBRETA EJECUTIVA 192HPUNT HELLOKITT LIL,10,467.712
50136224,LIBRETA EJECUTIVA 192HPUNT HELLOKITT NGR,10,467.712
50136226,LIBRETA EJEC PREMIUM SNOOPY AMAR 192HRY,10,434.133
50136227,LIBRETA EJEC PREMIUM SNOOPY AZUL 192HRY,10,434.133
50136256,SET DE COLORES 100PZ,10,489.846
50136257,SET PLUMONES 30 SUPERTIP 10 PAST 10 AROM,10,417.396
50136258,10 PLUMONES CON AROMA SILLYSCENTS,10,154.392
50136260,MEGA SET PLUMONES 50TIPS 32BASIC 18AROMA,10,316.806
50136261,8 PLUMONES SUPER TIPS AROMA SILLYSCENTS,10,164.43
50136263,150 PLUMONES SUPER TIPS,10,1002.876
50136440,LIBRETA EJECUTIVA ROSA AGUACATE 60H70GR,10,52.521
50136605,MARCATEXTOS BORRABLES 6PZ,10,73.647
50136606,MARCADORES CRAYOLA XL PARA POSTER 4PZ,10,208.068
50136608,SET ESCOLAR CRAYOLA 25PZ,10,217.224
50136645,LONCHERA NEGRA 1818,10,650.643
50136646,MOCHILA BEIGE PIKE 1818,10,1193.745
50136647,LONCHERA BEIGE PIKE 1818,10,650.643
50136648,MOCHILA NEGRA ZLIP 1818,10,976.5
50136649,LAPICERA NEGRA ZLIP 1818,10,324.786
50136650,LAPICERA VERDE MILITAR ZLIP 1818,10,324.786
50136651,LAPICERA GAMER NEGRO TROLLER CHENSON,10,433.398
50136655,HIELERA TERMICA NEGRA KOLET CHENSON PRO,10,650.643
50136656,LONCHERA LUNARES RAZE CHENSON PRO,10,650.643
50136657,LAPICERA GRIS RAZE CHENSON PRO,10,433.398
50136658,LAPICERA NEGRO RAZE CHENSON PRO,10,433.398
50136659,LAPICERA AZUL RAZE CHENSON PRO,10,433.398
50136661,LAPICERA AZUL HOP 1818,10,324.786
50136772,CUADERNO POCKET 100HOJASRY 75GR NEGRO,10,71.904
50136773,CUADERNO FRANCES 100HOJASRY 75GR NEGRO,10,128.394
50136774,CUADERNO FRANCES TD 100HOJASRY 75GR NGR,10,197.652
50136775,CUADERNO PROF TD 100HRY 75GR NEGRO NUTRI,10,184.884
50136776,CUADERNO POCKET TD 100HRY 75GR COLORES,10,81.606
50136777,CUADERNO FRANCES TD 100HRY 75GR COLORES,10,141.225
50136778,CUADERNO PROF TD 100HRY 75GR COLORES,10,202.986
50136779,LIBRETA EJECUTIVA 80HRY 75GR FIG PASTEL,10,78.33
50136780,LIBRETA EJECUTIVA 80HRY 75GR FIG OBSCU,10,78.33
50136781,LIBRETA EJECUTIVA 80HRY 75GR ROSA Y AZUL,10,78.33
50136782,CUADERNO FRANCES 80HRY AMERICA,10,105
50136783,CUADERNO FRANCES 80HRY TIGRES,10,105
50136784,GOMA C SACAPUNTAS FACTIS F6,10,84.693
50136785,GOMA FACTIS 36R 3PIEZAS,10,36.687
50136890,SLIDE PEN AZUL TINTA NEGRA,10,335.58
50136891,SLIDE PEN LAVANDA TINTA NEGRA,10,335.58
50136892,SLIDE PEN ROSA TINTA NEGRA,10,335.58
50136893,SLIDE PEN AZUL MARINO TINTA NEGRA,10,335.58
50136895,SLIDE PEN NEGRO TINTA NEGRA,10,335.58
50137239,CUADERNO PROFESIONAL 100HRAYAS ANIME,10,102.69
50137240,CUADERNO PROFESIONAL 100HRAYAS PROBASIC,10,102.69
50137241,CUADERNOS PROFESIONAL 100HCHICO CHIC,10,102.69
50137242,CUADERNO PROFESIONAL 200HCHICO LOVE,10,251.349
50137243,CUADERNO PROFESIONAL 100HRAYAS GATO,10,102.69
50137331,BOLIGRAFO PUNTO FINO AZUL DIXON 5Z,10,34.419
50137332,BOLIGRAFO PUNTO FINO NEGRO DIXON 5PZ,10,34.419
50137333,BOLIGRAFO PUNTO FINO ROJO DIXON 5PZ,10,34.419
50137354,PDQ 36 GOMAS PUSH PAW PATROL,10,31.5
50137355,PDQ 24 SACAPUNTAS CONTENEDOR PAW PATROL,10,42
50137356,PDQ 36 GOMAS RETRACTILES HARRY POTTER,10,31.5
50137357,PDQ 36 GOMAS RETRACTILES MINICRAFT,10,31.5
50137358,LAPICES DE COLORES HELLO KITTY,10,84
50137359,LAPICES DE COLORES PRINCESAS,10,84
50137360,LAPICES DE COLORES SONIC,10,84
50137361,LAPICES DE COLORES PAW PATROL,10,84
50137479,AZOR PIN POINT RT NEGRO C12 PZAS MEDIANO,10,110.88
50137480,AZOR PIN POINT RT AZUL C12 PZAS MEDIANO,10,110.88
50012930,GISES BLANCOS C/150 PZ.      .,11,129.15
50013010,BLOCK AGUJE DIBU CLASI BCO 20H,11,191.7838125
50013212,ROTAFOLIO ICE BOARD 90X70,11,3667.922591
50013373,REGLA T PROFES. 75CM CABEZA FI,11,529.6447116
50013374,REGLA T PROFES. 100CM CABEZA F,11,631.6817649
50013380,CURVIGRAFO SILCO 30CMS,11,191.0768482
50013383,REGLA T ACRILICO TRANSP SILCO,11,139.704585
50013384,JUEGO DE ESCUADRAS SEMI-PROFEF,11,90.15968009
50013385,ESCUADRAS SEMIPROF S/G 30CM,11,95.24158099
50013386,ESCUADRAS SEMIPRO C/G S/B 28CM,11,94.30507286
50013387,ESCUADRAS SEMIPRO C/G S/B 30CM,11,102.7435377
50013390,ESCALIMETRO COLLEGE SILCO 30CM,11,90.28106028
50013392,TRANSPORTADOR 180O TRANSPARENT,11,30.73644721
50013418,ESTILOGRAFO SILCO COLLEGE 0.30,11,233.9225214
50013420,ESTILOGRAFO SILCO COLLEGE 0.50,11,234.6320957
50013422,ESTILOGRAFO SILCO COLLEGE 1.00,11,233.1659591
50013428,PLANTILLAS PROFES SILCO ELIPSE,11,104.6526414
50013429,PLANTILLAS PROFES SILCO CIRCUL,11,70.58866302
50013435,PLANTILLAS PROFES SILCO COMBIN,11,93.41296958
50013450,REGLA PLAST 30 CM SHATTER OMX,11,19.88782941
50014141,ACUARELA ESCOLAR PELIKAN 12 PZ.,11,52.61266348
50014394,LUPA TRAD Ultraoptix 3 PULG. (7.,11,124.845
50014395,LUPA EN TAMANO TARJETA EN BLIS,11,29.2632943
50014671,LIMPIA PIZARRON MAGISTRA 273ML,11,80.26348582
50014699,ESTILOGRAFOS  DESECHABLES 308,11,337.1335962
50015698,PORTAFOLIO DE DISENOEXTR GDE 6,11,246.7260746
50015812,PINCELES CRAYOLA PAQ4,11,78.69084802
50015863,GISES BLANCOS CRAYOLA 12PZS,11,32.93126363
50015865,GISES BLANCOS CRAYOLA 150PZS,11,282.9747897
50015866,GISES CRAYOLA COLORES SURTIDOS,11,44.32411478
50016547,CALCOMANIAS DE FANTASIA ZWECKF,11,39.91095057
50016548,CALCOMANIA DE FANTASIA DECO-LI,11,44.19447361
50017599,PAPEL FOAMBOARD 51X76CM BLCO,11,141.8057846
50017600,PAPEL FOMBOARDO 51X76CM NEGRO,11,121.1
50017619,CARTULI IRIS 50X60CM MANZANA,11,16.16348276
50017632,CARTULI IRIS 50X60CM BLANCA COLOR,11,21.231
50017633,BLOCK VEGETAL T/C 50/55GRS 25H,11,55.83901358
50017636,BLOCK T/OFICIO VEGETAL C/25HJS,11,90.62966796
50021221,BORRADOR PIZARRON MAGNETICO,11,75.5551873
50021795,PINTARRON MIX ICE BOARD 60X90,11,993.8240597
50021964,TARJETA DE NAVIDAD XL        .,11,3.498943396
50024402,PINTURA VINCI AMARILLO LIMON,11,21.81478304
50024403,PINTURA VINCI ROJO NARANJA,11,21.68078103
50024404,PINTURA VINCI ROJA,11,21.8660602
50024405,PINTURA VINCI CAFE,11,21.9013803
50024406,PINTURA VINCI ROSA MEXICANO,11,20.98395052
50024407,PINTURA VINCI VERDEESMERALDA,11,21.81377706
50024408,PINTURA VINCI AZUL ULTRAMAR,11,21.94401119
50024409,PINTURA VINCI ROJO CARNE INITA,11,21.4532065
